CONFIGURATIONS,ELECTRO,EXCHANGE,INDUCTION,DISPERISION,TOTAL
ALOROL.RFD.cif_561.xyz,-4.66490344,6.21792097,-1.45727896,-9.75567323,-9.65993466
ALOROL.RFD.cif_586.xyz,0.23611349,4.32108629,-1.03696919,-7.16163388,-3.64140329
ALOROL.RFD.cif_636.xyz,-8.22796128,10.72556231,-1.28969828,-19.50229218,-18.29438943
ALOROL.RFD.cif_686.xyz,-7.79519140,8.27910195,-1.65792646,-11.36250666,-12.53652258
AMDOAD.RFD.cif_362.xyz,-18.68150728,24.38077432,-5.92346356,-10.73200783,-10.95620435
AMDOAD.RFD.cif_407.xyz,-48.25322600,74.27800752,-13.76117900,-62.46402348,-50.20042097
AMDOAD.RFD.cif_408.xyz,-48.25232182,74.27656733,-13.76030203,-62.46385495,-50.19991146
AMDOAD.RFD.cif_412.xyz,-31.54587658,16.95268069,-4.70572645,-23.12286949,-42.42179184
AMDOAD.RFD.cif_413.xyz,-31.54541087,16.95189452,-4.70549861,-23.12226080,-42.42127575
AMDOAD.RFD.cif_437.xyz,-61.69503004,70.98458445,-27.06708178,-14.75599521,-32.53352258
AMDOAD.RFD.cif_457.xyz,-37.96384342,30.91245868,-7.73204332,-18.15815896,-32.94158703
AMDOAD.RFD.cif_461.xyz,0.33071599,12.23191410,-4.12563292,-13.07565403,-4.63865686
AMDOAD.RFD.cif_462.xyz,0.33071425,12.23191410,-4.12563667,-13.07565406,-4.63866237
AMDOAD.RFD.cif_466.xyz,-37.96384076,30.91245871,-7.73205842,-18.15815897,-32.94159945
AMDOAD.RFD.cif_482.xyz,-5.11189749,2.66269355,-0.55947562,-2.62496446,-5.63364401
AMDOAD.RFD.cif_486.xyz,-44.04547608,56.06273769,-13.47210168,-10.63740705,-12.09224712
AMDOAD.RFD.cif_487.xyz,-10.92843619,4.58016387,-1.61186659,-3.50452002,-11.46465893
AMDOAD.RFD.cif_506.xyz,-13.46848641,27.83343206,-8.07130025,-21.68383717,-15.39019177
AMDOAD.RFD.cif_511.xyz,-13.46848293,27.83343207,-8.07127262,-21.68383724,-15.39016072
